s_id,direction,lane,lat,long,month,state,country,dailytraffic
720235,1,1,30.34464,81.95345,4,Florida,USA,1287.9666666666667
2,7,2,30.4541,91.1806,4,Alabama,USA,2327.3333333333335
506,5,0,29.33854,94.93014,4,Colorado,USA,18804.045454545456
504,7,0,39.901473,105.081482,4,Colorado,USA,20742.793103448275
720216,5,3,30.40294,81.56457,4,Florida,USA,9747.7
88240,7,1,34.065574,117.502159,4,California,USA,16509.266666666666
507,3,0,39.81536,104.953385,4,Colorado,USA,37612.9
100451,3,1,28.01417,82.61363,4,Florida,USA,5355.966666666666
359902,7,1,30.38871,83.32658,4,Florida,USA,4591.481481481482
330149,1,1,29.9512,82.95375,4,Florida,USA,1609.1379310344828
150302,3,2,27.91635,82.71111,4,Florida,USA,3163.5666666666666
326,7,2,44.970179,93.314358,4,Georgia,USA,2370.5178571428573
3,7,2,33.91993,84.30408,4,Georgia,USA,14700.46511627907
359902,3,2,30.38871,83.32658,4,Florida,USA,1753.4814814814815
506,5,0,39.653383,105.05981,4,Colorado,USA,18804.045454545456
339,1,1,31.58859,83.5566,4,Georgia,USA,4910.583333333333
100447,7,2,27.99635,82.38209,4,Florida,USA,5452.166666666667
339,1,1,47.41241,103.248182,4,Georgia,USA,4910.583333333333
339,1,2,31.58859,83.5566,4,Georgia,USA,5598.233333333334
14,5,1,33.742225,86.814108,4,Alabama,USA,3031.3
339,1,3,31.58859,83.5566,4,Georgia,USA,2252.818181818182
150302,3,3,27.91635,82.71111,4,Florida,USA,3013.233333333333
99880,1,0,37.950396,119.113073,4,California,USA,822.7241379310345
100450,7,4,27.93786,82.25511,4,Florida,USA,5752.933333333333
326,7,2,33.5044,82.74717,4,Georgia,USA,2370.5178571428573
99870,1,0,37.812694,119.05352,4,California,USA,866.7307692307693
88240,7,4,34.065574,117.502159,4,California,USA,17256.933333333334
730335,7,1,29.4765,81.17428,4,Florida,USA,3852.0
3,7,1,41.865889,71.215441,4,Georgia,USA,9138.93023255814
100448,1,1,27.98726,82.50514,4,Florida,USA,3949.2083333333335
720235,5,1,30.34464,81.95345,4,Florida,USA,1132.2333333333333
940260,5,5,27.43967,80.39039,4,Florida,USA,949.7586206896551
1,1,2,43.009174,71.434399,4,Georgia,USA,18874.929824561405
14,5,1,41.15558,104.3495,4,Alabama,USA,3031.3
88550,7,3,40.897256,124.083293,4,California,USA,974.0
503,7,0,39.725656,105.030606,4,Colorado,USA,40359.333333333336
88550,7,4,40.897256,124.083293,4,California,USA,3612.9565217391305
99690,7,0,35.116944,118.203949,4,California,USA,7344.896551724138
170225,5,2,27.28356,82.44903,4,Florida,USA,12341.933333333332
351,3,1,45.030368,93.727608,4,Alabama,USA,3479.5333333333333
350279,7,1,30.47046,83.42297,4,Florida,USA,411.0769230769231
2,5,2,38.5277,81.6447,4,Georgia,USA,14765.866666666667
3,7,1,33.91993,84.30408,4,Georgia,USA,9138.93023255814
88600,3,0,40.897256,124.083293,4,California,USA,93651.3448275862
351,3,1,30.676372,88.09821,4,Alabama,USA,3479.5333333333333
730335,7,2,29.4765,81.17428,4,Florida,USA,2647.310344827586
150302,7,3,27.91635,82.71111,4,Florida,USA,3148.9666666666667
14,5,1,35.07625,81.7314,4,Alabama,USA,3031.3
14,5,1,34.36628,83.28505,4,Alabama,USA,3031.3
504,7,0,29.35508,98.84487,4,Colorado,USA,20742.793103448275
3,7,1,42.548336,114.415709,4,Georgia,USA,9138.93023255814
330149,5,1,29.9512,82.95375,4,Florida,USA,1640.25
150302,7,2,27.91635,82.71111,4,Florida,USA,3129.8
720235,1,2,30.34464,81.95345,4,Florida,USA,322.26666666666665
160319,5,1,27.67047,81.82202,4,Florida,USA,2829.3333333333335
15,5,1,30.81482,90.53268,4,Georgia,USA,5194.490566037736
15,5,1,30.81482,90.53268,4,Alabama,USA,531.925925925926
88550,3,1,40.897256,124.083293,4,California,USA,4000.7391304347825
350279,7,2,30.47046,83.42297,4,Florida,USA,2430.4489795918366
99720,5,0,36.57927,118.057617,4,California,USA,1403.2758620689656
88550,3,2,40.897256,124.083293,4,California,USA,1527.6521739130435
504,3,0,39.901473,105.081482,4,Colorado,USA,20077.862068965518
2,5,1,38.5277,81.6447,4,Georgia,USA,11316.706896551725
99720,1,0,36.57927,118.057617,4,California,USA,1410.2413793103449
100450,7,3,27.93786,82.25511,4,Florida,USA,4673.933333333333
504,3,0,29.35508,98.84487,4,Colorado,USA,20077.862068965518
300052,7,1,34.37567,92.7682,4,Arkansas,USA,1766.9285714285713
720216,5,2,30.40294,81.56457,4,Florida,USA,11117.6
326,7,1,44.970179,93.314358,4,Georgia,USA,4894.516666666666
87570,7,4,34.08676,117.20064,4,California,USA,15349.0
99910,5,0,39.22736,120.005709,4,California,USA,1027.8275862068965
14,3,0,30.607303,100.726659,4,Colorado,USA,2906.2
512,7,0,39.664121,105.18597,4,Colorado,USA,19977.733333333334
87780,1,1,33.64269,116.13335,4,California,USA,5044.4
316,5,0,30.035866,95.429227,4,Colorado,USA,3045.964285714286
15,5,1,32.38214,83.76813,4,Alabama,USA,531.925925925926
1,1,3,40.349093,74.616586,4,Georgia,USA,18117.963636363635
720216,1,1,30.40294,81.56457,4,Florida,USA,10449.6
512,3,0,39.664121,105.18597,4,Colorado,USA,19014.8
2,7,1,46.566668,111.807108,4,Alabama,USA,3226.0
316,5,0,38.578056,104.928242,4,Colorado,USA,3045.964285714286
2,5,1,34.624993,86.307843,4,Georgia,USA,11316.706896551725
511,7,0,39.778933,104.925646,4,Colorado,USA,36018.0
87780,1,2,33.64269,116.13335,4,California,USA,3396.9
360009,3,2,35.44123,93.42125,4,Arkansas,USA,2508.5
150295,5,1,27.80172,82.67938,4,Florida,USA,4153.066666666667
14,1,2,42.498125,71.165024,4,Alabama,USA,1191.5666666666666
3,7,3,33.91993,84.30408,4,Georgia,USA,15659.906976744185
170181,5,1,27.2377,82.5023,4,Florida,USA,4594.533333333334
3,7,4,33.91993,84.30408,4,Georgia,USA,15893.047619047618
720172,5,3,30.2724,81.73468,4,Florida,USA,4516.066666666667
520,1,0,38.844855,104.83077,4,Colorado,USA,37949.333333333336
316,1,0,30.035866,95.429227,4,Colorado,USA,3006.714285714286
150295,1,3,27.80172,82.67938,4,Florida,USA,5198.9
87570,3,1,34.08676,117.20064,4,California,USA,15282.0
740047,1,1,30.7761,81.97898,4,Florida,USA,2500.813559322034
1,1,3,43.009174,71.434399,4,Georgia,USA,18117.963636363635
100451,7,1,28.01417,82.61363,4,Florida,USA,5529.8
329956,5,2,30.53374,83.07002,4,Florida,USA,4233.433333333333
87570,3,2,34.08676,117.20064,4,California,USA,17755.0
316,1,0,38.578056,104.928242,4,Colorado,USA,3006.714285714286
99930,1,0,37.361411,118.395285,4,California,USA,4956.103448275862
14,1,2,35.07625,81.7314,4,Alabama,USA,1191.5666666666666
2,5,2,42.83475,105.97787,4,Georgia,USA,14765.866666666667
100451,3,3,28.01417,82.61363,4,Florida,USA,3917.1666666666665
15,5,1,32.38214,83.76813,4,Georgia,USA,5194.490566037736
87570,7,3,34.08676,117.20064,4,California,USA,16902.0
150295,1,4,27.80172,82.67938,4,Florida,USA,87.83333333333333
740035,7,1,35.277412,91.260162,4,Arkansas,USA,1535.6666666666667
511,3,0,39.778933,104.925646,4,Colorado,USA,34798.066666666666
740035,3,1,35.277412,91.260162,4,Arkansas,USA,1712.8333333333333
326,3,2,33.5044,82.74717,4,Georgia,USA,2187.754716981132
99890,1,0,38.045296,119.160785,4,California,USA,679.6206896551724
326,3,2,44.970179,93.314358,4,Georgia,USA,2187.754716981132
508,3,0,40.580984,105.021041,4,Colorado,USA,10636.566666666668
326,7,1,33.5044,82.74717,4,Georgia,USA,4894.516666666666
88080,7,0,33.918653,116.777018,4,California,USA,28330.846153846152
14,3,0,39.266509,103.605098,4,Colorado,USA,2906.2
3,7,2,42.548336,114.415709,4,Georgia,USA,14700.46511627907
150295,5,3,27.80172,82.67938,4,Florida,USA,5462.0
160319,5,2,27.67047,81.82202,4,Florida,USA,1294.0
88090,1,0,34.298911,117.45767,4,California,USA,59888.5
359902,7,2,30.38871,83.32658,4,Florida,USA,1864.7037037037037
326,7,1,41.237138,79.417622,4,Georgia,USA,4894.516666666666
150302,3,1,27.91635,82.71111,4,Florida,USA,2303.866666666667
99880,5,0,37.950396,119.113073,4,California,USA,802.9310344827586
507,7,0,39.81536,104.953385,4,Colorado,USA,36817.1
88090,5,0,34.298911,117.45767,4,California,USA,60734.9
720216,5,1,30.40294,81.56457,4,Florida,USA,5750.3
88080,3,0,33.918653,116.777018,4,California,USA,29112.076923076922
99890,5,0,38.045296,119.160785,4,California,USA,654.551724137931
3,7,2,44.40152,106.72318,4,Georgia,USA,14700.46511627907
100451,3,2,28.01417,82.61363,4,Florida,USA,5196.3
720216,1,2,30.40294,81.56457,4,Florida,USA,8575.133333333333
99910,1,0,39.22736,120.005709,4,California,USA,1052.6896551724137
160460,1,1,35.883108,91.000364,4,Arkansas,USA,1390.9310344827586
510,7,0,39.784776,105.046922,4,Colorado,USA,29199.8
87780,5,3,33.64269,116.13335,4,California,USA,3225.9
100447,7,1,27.99635,82.38209,4,Florida,USA,7196.8
970223,1,1,28.49352,80.84429,4,Florida,USA,1738.5714285714287
3,7,5,33.91993,84.30408,4,Georgia,USA,9390.0625
510,3,0,39.784776,105.046922,4,Colorado,USA,27836.633333333335
326,3,1,41.237138,79.417622,4,Georgia,USA,4981.75
150295,5,2,27.80172,82.67938,4,Florida,USA,5263.333333333333
1,1,3,33.78967,84.24671,4,Georgia,USA,18117.963636363635
329956,5,3,30.53374,83.07002,4,Florida,USA,1341.6666666666667
326,3,1,44.970179,93.314358,4,Georgia,USA,4981.75
87780,5,4,33.64269,116.13335,4,California,USA,4545.8
360009,3,1,35.44123,93.42125,4,Arkansas,USA,6521.833333333333
508,7,0,40.580984,105.021041,4,Colorado,USA,10809.9
326,3,1,33.5044,82.74717,4,Georgia,USA,4981.75
140190,1,1,28.20722,82.3772,4,Florida,USA,7576.066666666667
700114,1,2,28.00176,80.562,4,Florida,USA,2872.1739130434785
13,1,1,33.364511,79.240575,4,Georgia,USA,7872.333333333333
109953,5,2,27.88925,82.3483,4,Florida,USA,11865.733333333334
8099,5,2,42.406031,71.099285,4,Delaware,USA,451.46666666666664
34580,7,2,38.969778,121.017724,4,California,USA,4471.0
570219,1,2,30.5506,86.49924,4,Florida,USA,1505.7666666666667
8099,5,2,38.475433,75.05171,4,Delaware,USA,451.46666666666664
34580,7,3,38.969778,121.017724,4,California,USA,2490.5
480368,1,2,30.46193,87.22534,4,Florida,USA,7838.5
8099,5,1,42.406031,71.099285,4,Delaware,USA,1501.9032258064517
35120,5,0,38.541204,121.473813,4,California,USA,81964.31034482758
2,1,2,32.762633,80.429983,4,Georgia,USA,14957.016666666666
8,7,1,43.666504,97.426711,4,Georgia,USA,9446.366666666667
8,7,1,42.361207,71.59744,4,Georgia,USA,9446.366666666667
8099,5,1,38.475433,75.05171,4,Delaware,USA,1501.9032258064517
35200,5,0,38.469786,121.418048,4,California,USA,53434.206896551725
109953,5,1,27.88925,82.3483,4,Florida,USA,9092.3
570219,5,1,30.5506,86.49924,4,Florida,USA,3625.1666666666665
8099,1,2,42.406031,71.099285,4,Delaware,USA,567.2333333333333
35210,1,0,38.469786,121.418048,4,California,USA,44595.24137931035
970407,7,2,27.99713,81.98791,4,Florida,USA,3573.9
8099,1,2,38.475433,75.05171,4,Delaware,USA,567.2333333333333
35210,5,0,38.469786,121.418048,4,California,USA,46272.862068965514
120184,5,2,26.53256,81.79517,4,Florida,USA,8412.1
8,7,1,47.572758,116.415607,4,Georgia,USA,9446.366666666667
8099,1,1,42.406031,71.099285,4,Delaware,USA,1275.4
120184,5,1,26.53256,81.79517,4,Florida,USA,5690.8
35430,1,3,38.671228,121.59102,4,California,USA,10202.833333333334
1,5,2,33.78967,84.24671,4,Georgia,USA,16766.64912280702
9001,1,1,41.776482,73.418912,4,Connecticut,USA,783.9615384615385
9008,1,2,41.137532,73.340501,4,Connecticut,USA,2760.0416666666665
7,3,1,46.84773,96.88757,4,Alabama,USA,1661.5
120184,1,3,26.53256,81.79517,4,Florida,USA,8748.066666666668
9008,1,1,41.137532,73.340501,4,Connecticut,USA,3479.75
34550,3,0,38.878189,121.125851,4,California,USA,26869.689655172413
230001,1,1,42.68175,89.41823,4,Arkansas,USA,2061.2
8,7,1,33.61184,83.76171,4,Georgia,USA,9446.366666666667
34550,7,0,38.878189,121.125851,4,California,USA,26974.172413793105
9004,5,1,41.315284,72.540444,4,Connecticut,USA,2158.0
480368,1,4,30.46193,87.22534,4,Florida,USA,2377.733333333333
2,1,2,30.457773,91.174143,4,Georgia,USA,14957.016666666666
34580,7,1,38.969778,121.017724,4,California,USA,2763.0
570167,7,2,30.41028,86.79598,4,Florida,USA,4783.833333333333
34580,3,4,38.969778,121.017724,4,California,USA,1856.0
109953,5,3,27.88925,82.3483,4,Florida,USA,13224.233333333334
8,7,1,40.1241,75.220181,4,Georgia,USA,9446.366666666667
9001,5,1,41.776482,73.418912,4,Connecticut,USA,768.1923076923077
34580,3,5,38.969778,121.017724,4,California,USA,3915.0
570219,1,1,30.5506,86.49924,4,Florida,USA,3380.5666666666666
120184,1,4,26.53256,81.79517,4,Florida,USA,4785.266666666666
9001,1,1,44.007194,70.012207,4,Connecticut,USA,783.9615384615385
34580,3,6,38.969778,121.017724,4,California,USA,2081.5
480368,1,3,30.46193,87.22534,4,Florida,USA,6207.633333333333
970430,1,2,25.48174,80.43319,4,Florida,USA,9051.28813559322
9004,1,1,41.315284,72.540444,4,Connecticut,USA,2014.5666666666666
7,3,1,42.753071,114.654476,4,Colorado,USA,2481.8333333333335
35430,1,4,38.671228,121.59102,4,California,USA,8842.4
480368,1,1,30.46193,87.22534,4,Florida,USA,4498.766666666666
2,1,2,33.52646,84.254,4,Georgia,USA,14957.016666666666
35440,5,3,38.714326,121.540419,4,California,USA,4768.25
8,7,2,42.361207,71.59744,4,Georgia,USA,6800.535714285715
120203,3,2,26.60551,81.8265,4,Florida,USA,5866.603448275862
970407,7,1,27.99713,81.98791,4,Florida,USA,6327.1
220024,5,1,33.588526,91.677909,4,Arkansas,USA,1017.7692307692307
970430,5,1,25.48174,80.43319,4,Florida,USA,9835.45
109953,1,3,27.88925,82.3483,4,Florida,USA,10766.333333333334
8,7,2,47.572758,116.415607,4,Georgia,USA,6800.535714285715
35440,5,4,38.714326,121.540419,4,California,USA,6294.0
120203,3,3,26.60551,81.8265,4,Florida,USA,4605.5344827586205
480348,5,1,30.94705,87.28587,4,Florida,USA,1691.2631578947369
35530,1,0,39.127324,121.634521,4,California,USA,12942.48275862069
8082,5,2,38.69695,75.40005,4,Delaware,USA,1297.6363636363637
8082,5,1,38.69695,75.40005,4,Delaware,USA,1794.2727272727273
8082,1,3,38.69695,75.40005,4,Delaware,USA,722.8181818181819
8082,1,2,38.69695,75.40005,4,Delaware,USA,3640.5454545454545
8082,1,1,38.69695,75.40005,4,Delaware,USA,59.36363636363637
1,5,1,42.485615,73.202094,4,Georgia,USA,15300.157894736842
35530,5,0,39.127324,121.634521,4,California,USA,12411.965517241379
270232,5,1,30.36155,82.13393,4,Florida,USA,1256.3333333333333
35710,1,0,39.415027,121.688095,4,California,USA,4365.310344827586
109953,1,2,27.88925,82.3483,4,Florida,USA,6478.3
35710,5,0,39.415027,121.688095,4,California,USA,4031.2758620689656
480348,1,2,30.94705,87.28587,4,Florida,USA,491.53846153846155
35440,1,2,38.714326,121.540419,4,California,USA,4279.5
120203,3,1,26.60551,81.8265,4,Florida,USA,6173.982758620689
109953,1,4,27.88925,82.3483,4,Florida,USA,13083.133333333333
570219,5,2,30.5506,86.49924,4,Florida,USA,1313.8666666666666
8099,1,1,38.475433,75.05171,4,Delaware,USA,1275.4
7,3,1,42.753071,114.654476,4,Alabama,USA,1661.5
120184,5,3,26.53256,81.79517,4,Florida,USA,9416.233333333334
35430,5,1,38.671228,121.59102,4,California,USA,8976.733333333334
8098,5,1,42.397435,71.090678,4,Delaware,USA,765.1333333333333
230001,1,1,35.28247,92.38719,4,Arkansas,USA,2061.2
270232,1,1,30.36155,82.13393,4,Florida,USA,1297.1
8098,5,1,38.46178,75.68336,4,Delaware,USA,765.1333333333333
8,7,2,29.9243,90.1683,4,Georgia,USA,6800.535714285715
8098,1,1,42.397435,71.090678,4,Delaware,USA,778.7333333333333
35430,5,1,39.156194,119.763929,4,California,USA,8976.733333333334
109953,1,5,27.88925,82.3483,4,Florida,USA,10024.7
570250,1,1,30.4642,86.62036,4,Florida,USA,5304.5
8098,1,1,38.46178,75.68336,4,Delaware,USA,778.7333333333333
35430,5,2,38.671228,121.59102,4,California,USA,9812.366666666667
480348,5,2,30.94705,87.28587,4,Florida,USA,649.1836734693877
8097,5,2,38.633567,75.06765,4,Delaware,USA,1471.3636363636363
120184,5,4,26.53256,81.79517,4,Florida,USA,5605.266666666666
8097,5,1,38.633567,75.06765,4,Delaware,USA,2790.75
35430,5,2,39.156194,119.763929,4,California,USA,9812.366666666667
8,7,2,33.61184,83.76171,4,Georgia,USA,6800.535714285715
8097,1,2,38.633567,75.06765,4,Delaware,USA,1126.0555555555557
8097,1,1,38.633567,75.06765,4,Delaware,USA,2826.4
35440,1,1,38.714326,121.540419,4,California,USA,6880.25
570167,7,1,30.41028,86.79598,4,Florida,USA,7546.333333333333
480348,1,1,30.94705,87.28587,4,Florida,USA,1899.8275862068965
34540,7,0,38.90004,121.074863,4,California,USA,19330.48275862069
9008,5,1,41.137532,73.340501,4,Connecticut,USA,3538.625
119320,7,0,35.059302,118.999751,4,California,USA,17501.296296296296
8,5,1,41.12808,104.8103,4,Colorado,USA,2897.133333333333
33130,3,0,38.63992,121.196894,4,California,USA,25599.241379310344
560093,5,1,35.356717,90.497,4,Arkansas,USA,1125.0
9024,7,1,41.423019,73.366707,4,Connecticut,USA,7966.32
489916,5,1,30.54356,87.28171,4,Florida,USA,5290.862068965517
1,5,3,40.349093,74.616586,4,Georgia,USA,18551.339285714286
9024,3,2,41.423019,73.366707,4,Connecticut,USA,6745.44
109955,1,3,28.13405,82.41405,4,Florida,USA,4067.103448275862
560093,5,2,35.356717,90.497,4,Arkansas,USA,3679.5714285714284
9024,3,1,41.423019,73.366707,4,Connecticut,USA,11517.6
9024,7,2,41.423019,73.366707,4,Connecticut,USA,7431.24
7,3,2,33.774151,84.624815,4,Alabama,USA,280.9
119600,1,0,32.912581,115.57005,4,California,USA,5337.533333333334
560301,3,1,30.4969,84.89159,4,Florida,USA,1076.0892857142858
9022,1,1,41.579157,72.701815,4,Connecticut,USA,2333.074074074074
33130,7,0,38.63992,121.196894,4,California,USA,24611.379310344826
560301,7,1,30.4969,84.89159,4,Florida,USA,1055.9322033898304
9017,5,2,41.364241,72.928827,4,Connecticut,USA,6575.185185185185
119600,5,0,32.912581,115.57005,4,California,USA,5169.333333333333
9017,5,1,41.364241,72.928827,4,Connecticut,USA,9309.25925925926
109955,1,2,28.13405,82.41405,4,Florida,USA,7454.206896551724
970430,1,1,25.48174,80.43319,4,Florida,USA,8945.016666666666
230001,5,1,35.28247,92.38719,4,Arkansas,USA,1978.7666666666667
9022,5,1,41.579157,72.701815,4,Connecticut,USA,2487.4814814814813
9017,1,2,41.364241,72.928827,4,Connecticut,USA,6095.777777777777
489916,5,2,30.54356,87.28171,4,Florida,USA,4677.758620689655
9028,3,1,41.311544,73.053765,4,Connecticut,USA,5422.12
9030,5,2,41.101314,73.435676,4,Connecticut,USA,15533.392857142857
119100,5,0,32.732428,117.111704,4,California,USA,53711.63333333333
9030,5,1,41.101314,73.435676,4,Connecticut,USA,13607.82142857143
32340,7,0,38.590923,121.287452,4,California,USA,37238.57142857143
119120,1,0,32.863479,117.11051,4,California,USA,78170.66666666667
8,5,1,40.654088,105.142373,4,Colorado,USA,2897.133333333333
230001,5,2,35.28247,92.38719,4,Arkansas,USA,1261.5333333333333
489949,3,2,30.50989,87.29086,4,Florida,USA,6539.033333333334
2,1,1,42.83475,105.97787,4,Georgia,USA,8355.716666666667
550376,7,3,30.37544,84.24942,4,Florida,USA,2793.233333333333
9030,1,2,41.101314,73.435676,4,Connecticut,USA,15421.25
109955,5,1,28.13405,82.41405,4,Florida,USA,4688.068965517241
119120,5,0,32.863479,117.11051,4,California,USA,80253.8275862069
1,5,4,33.78967,84.24671,4,Georgia,USA,14142.5625
270012,3,1,34.29218,92.42427,4,Arkansas,USA,641.4
560093,1,1,35.356717,90.497,4,Arkansas,USA,3776.5714285714284
9028,7,2,41.311544,73.053765,4,Connecticut,USA,4333.48
489949,3,1,30.50989,87.29086,4,Florida,USA,10288.466666666667
7,3,2,41.670632,70.82737,4,Alabama,USA,280.9
9028,7,1,41.311544,73.053765,4,Connecticut,USA,5566.52
119320,3,0,35.059302,118.999751,4,California,USA,16468.11111111111
560093,1,2,35.356717,90.497,4,Arkansas,USA,1142.0
9028,3,2,41.311544,73.053765,4,Connecticut,USA,4460.36
230001,5,1,42.68175,89.41823,4,Arkansas,USA,1978.7666666666667
9030,1,1,41.101314,73.435676,4,Connecticut,USA,14613.357142857143
33290,5,0,39.140857,121.071202,4,California,USA,8336.551724137931
1,5,3,33.78967,84.24671,4,Georgia,USA,18551.339285714286
2,1,1,46.117,103.411,4,Georgia,USA,8355.716666666667
9011,5,1,37.265738,92.52859,4,Connecticut,USA,539.4333333333333
120184,1,1,26.53256,81.79517,4,Florida,USA,7083.4
34090,3,4,38.575283,121.559791,4,California,USA,2321.344827586207
9011,1,1,41.923144,72.606385,4,Connecticut,USA,3293.9
270012,7,1,34.29218,92.42427,4,Arkansas,USA,622.2
109953,5,4,27.88925,82.3483,4,Florida,USA,9609.366666666667
480368,5,3,30.46193,87.22534,4,Florida,USA,7465.666666666667
570167,3,1,30.41028,86.79598,4,Florida,USA,6467.85
9009,5,1,41.114767,73.485695,4,Connecticut,USA,1638.148148148148
480368,5,2,30.46193,87.22534,4,Florida,USA,7113.733333333334
8,7,1,31.404319,86.039568,4,Georgia,USA,9446.366666666667
8,7,1,29.9243,90.1683,4,Georgia,USA,9446.366666666667
9009,1,1,41.114767,73.485695,4,Connecticut,USA,1636.7777777777778
34500,3,0,38.72467,121.290459,4,California,USA,62895.0
34510,3,0,38.802879,121.205535,4,California,USA,30933.275862068964
570167,3,2,30.41028,86.79598,4,Florida,USA,5793.766666666666
9008,5,3,41.137532,73.340501,4,Connecticut,USA,925.9166666666666
34510,7,0,38.802879,121.205535,4,California,USA,30625.206896551725
34520,7,0,38.765683,121.255478,4,California,USA,35519.03448275862
9008,5,2,41.137532,73.340501,4,Connecticut,USA,2241.9166666666665
1,5,2,33.979103,81.321189,4,Georgia,USA,16766.64912280702
8,7,1,32.762633,80.429983,4,Georgia,USA,9446.366666666667
34540,3,0,38.90004,121.074863,4,California,USA,20271.03448275862
480368,5,1,30.46193,87.22534,4,Florida,USA,3041.0
120184,1,2,26.53256,81.79517,4,Florida,USA,8486.466666666667
480368,5,4,30.46193,87.22534,4,Florida,USA,3278.4
34090,3,3,38.575283,121.559791,4,California,USA,9371.310344827587
34090,3,2,38.575283,121.559791,4,California,USA,8954.379310344828
570122,3,1,30.75492,86.61436,4,Florida,USA,3228.233333333333
9017,1,1,41.364241,72.928827,4,Connecticut,USA,10201.444444444445
33400,3,0,39.308306,121.595381,4,California,USA,4861.103448275862
489916,1,2,30.54356,87.28171,4,Florida,USA,4427.1551724137935
8,5,1,47.264245,114.171649,4,Colorado,USA,2897.133333333333
9015,5,2,41.229981,73.238499,4,Connecticut,USA,5089.923076923077
109955,1,1,28.13405,82.41405,4,Florida,USA,5329.0344827586205
33400,7,0,39.308306,121.595381,4,California,USA,4880.586206896552
7,3,2,31.409424,86.043048,4,Alabama,USA,280.9
570122,3,2,30.75492,86.61436,4,Florida,USA,2499.266666666667
9015,5,1,41.229981,73.238499,4,Connecticut,USA,8764.5
119740,3,0,32.713208,117.133743,4,California,USA,36582.23333333333
9015,1,2,41.229981,73.238499,4,Connecticut,USA,5876.846153846154
33460,3,0,38.732968,121.807283,4,California,USA,34240.64705882353
119740,7,0,32.713208,117.133743,4,California,USA,37595.666666666664
230001,1,2,35.28247,92.38719,4,Arkansas,USA,1073.9
489916,1,1,30.54356,87.28171,4,Florida,USA,5238.517241379311
9015,1,1,41.229981,73.238499,4,Connecticut,USA,9272.576923076924
33860,3,0,38.955212,119.944762,4,California,USA,5978.275862068966
570122,7,1,30.75492,86.61436,4,Florida,USA,3665.8333333333335
1,5,2,40.349093,74.616586,4,Georgia,USA,16766.64912280702
570122,7,2,30.75492,86.61436,4,Florida,USA,1988.3
9011,5,2,41.923144,72.606385,4,Connecticut,USA,2679.633333333333
34090,3,1,38.575283,121.559791,4,California,USA,3317.0344827586205
9011,5,1,41.923144,72.606385,4,Connecticut,USA,539.4333333333333
7,3,1,46.84773,96.88757,4,Colorado,USA,2481.8333333333335
7,3,1,41.670632,70.82737,4,Colorado,USA,2481.8333333333335
120203,7,1,26.60551,81.8265,4,Florida,USA,4151.689655172414
9,1,0,38.561963,104.652036,4,Colorado,USA,12482.4
40145,1,2,27.25058,81.8452,4,Florida,USA,1195.0
9,1,1,47.547826,111.461961,4,Alabama,USA,1321.0666666666666
40145,5,1,27.25058,81.8452,4,Florida,USA,2207.5333333333333
480156,7,2,30.52592,87.32245,4,Florida,USA,3266.7
9,1,1,47.547826,111.461961,4,Georgia,USA,14319.155555555555
289963,1,2,29.84048,82.16257,4,Florida,USA,3007.4333333333334
7,3,1,33.774151,84.624815,4,Colorado,USA,2481.8333333333335
128080,3,1,33.857971,117.782216,4,California,USA,12675.0
107556,1,2,38.977977,104.756082,4,Colorado,USA,3535.133333333333
40145,5,2,27.25058,81.8452,4,Florida,USA,1046.2
7,3,1,33.774151,84.624815,4,Alabama,USA,1661.5
40145,1,1,27.25058,81.8452,4,Florida,USA,2179.9333333333334
107556,1,1,38.977977,104.756082,4,Colorado,USA,7903.766666666666
970406,5,2,28.49269,82.48064,4,Florida,USA,741.0
40145,5,3,27.25058,81.8452,4,Florida,USA,62.1
40271,3,1,27.21808,81.90134,4,Florida,USA,2424.016666666667
9,1,2,33.75873,84.37843,4,Georgia,USA,16590.82978723404
128080,3,3,33.857971,117.782216,4,California,USA,18333.1
40271,7,1,27.21808,81.90134,4,Florida,USA,2438.9666666666667
189920,1,2,28.80083,82.08849,4,Florida,USA,6809.857142857143
43460,3,0,38.537583,121.7384,4,California,USA,34240.64705882353
480156,7,1,30.52592,87.32245,4,Florida,USA,8723.3
2,1,3,33.52646,84.254,4,Georgia,USA,17518.65
9,1,2,42.416235,71.604791,4,Georgia,USA,16590.82978723404
128080,3,2,33.857971,117.782216,4,California,USA,16159.0
105548,7,0,39.563126,104.887086,4,Colorado,USA,21675.130434782608
2,1,3,30.457773,91.174143,4,Georgia,USA,17518.65
480243,1,1,30.97937,87.4907,4,Florida,USA,1905.4666666666667
9,1,1,47.22516,100.9338,4,Alabama,USA,1321.0666666666666
480243,5,1,30.97937,87.4907,4,Florida,USA,1948.7666666666667
9,1,1,47.22516,100.9338,4,Georgia,USA,14319.155555555555
970430,5,2,25.48174,80.43319,4,Florida,USA,8290.728813559323
570385,3,1,30.39222,86.54611,4,Florida,USA,5996.733333333334
8026,5,2,39.76345,75.705,4,Delaware,USA,337.76666666666665
39950,5,1,26.28762,81.74264,4,Florida,USA,11691.48275862069
124010,5,0,33.402863,117.597059,4,California,USA,31004.521739130436
8026,5,1,39.76345,75.705,4,Delaware,USA,1555.5333333333333
1,5,1,34.530684,88.009641,4,Georgia,USA,15300.157894736842
39950,5,2,26.28762,81.74264,4,Florida,USA,10002.896551724138
40068,7,1,27.2621,81.9845,4,Florida,USA,1945.3
